country,day,vaccine,total_vaccinations
Chile,12/24/2020,Pfizer/BioNTech,420
Chile,12/25/2020,Pfizer/BioNTech,5198
Chile,12/26/2020,Pfizer/BioNTech,8338
Chile,12/27/2020,Pfizer/BioNTech,8649
Chile,12/28/2020,Pfizer/BioNTech,8649
Chile,12/29/2020,Pfizer/BioNTech,8649
Chile,12/30/2020,Pfizer/BioNTech,8649
Chile,12/31/2020,Pfizer/BioNTech,8649
Chile,1/1/2021,Pfizer/BioNTech,8649
Chile,1/2/2021,Pfizer/BioNTech,8649
Chile,1/3/2021,Pfizer/BioNTech,8649
Chile,1/4/2021,Pfizer/BioNTech,9054
Chile,1/5/2021,Pfizer/BioNTech,10497
Chile,1/6/2021,Pfizer/BioNTech,10702
Chile,1/7/2021,Pfizer/BioNTech,10702
Chile,1/8/2021,Pfizer/BioNTech,10702
Chile,1/9/2021,Pfizer/BioNTech,10702
Chile,1/10/2021,Pfizer/BioNTech,10702
Chile,1/11/2021,Pfizer/BioNTech,10702
Chile,1/12/2021,Pfizer/BioNTech,10702
Chile,1/13/2021,Pfizer/BioNTech,11732
Chile,1/14/2021,Pfizer/BioNTech,18646
Chile,1/15/2021,Pfizer/BioNTech,22077
Chile,1/16/2021,Pfizer/BioNTech,22167
Chile,1/17/2021,Pfizer/BioNTech,22167
Chile,1/18/2021,Pfizer/BioNTech,33213
Chile,1/19/2021,Pfizer/BioNTech,52570
Chile,1/20/2021,Pfizer/BioNTech,61879
Chile,1/21/2021,Pfizer/BioNTech,64940
Chile,1/22/2021,Pfizer/BioNTech,65352
Chile,1/23/2021,Pfizer/BioNTech,65352
Chile,1/24/2021,Pfizer/BioNTech,65352
Chile,1/25/2021,Pfizer/BioNTech,66772
Chile,1/26/2021,Pfizer/BioNTech,67388
Chile,1/27/2021,Pfizer/BioNTech,67423
Chile,1/28/2021,Pfizer/BioNTech,67423
Chile,1/29/2021,Pfizer/BioNTech,67428
Chile,1/30/2021,Pfizer/BioNTech,67429
Chile,1/31/2021,Pfizer/BioNTech,67429
Chile,2/1/2021,Pfizer/BioNTech,67429
Chile,2/2/2021,Pfizer/BioNTech,67435
Chile,2/2/2021,Sinovac,13182
Chile,2/3/2021,Pfizer/BioNTech,67435
Chile,2/3/2021,Sinovac,183553
Chile,2/4/2021,Pfizer/BioNTech,69563
Chile,2/4/2021,Sinovac,357556
Chile,2/5/2021,Pfizer/BioNTech,70251
Chile,2/5/2021,Sinovac,526213
Chile,2/6/2021,Pfizer/BioNTech,70256
Chile,2/6/2021,Sinovac,554063
Chile,2/7/2021,Pfizer/BioNTech,70257
Chile,2/7/2021,Sinovac,562699
Chile,2/8/2021,Pfizer/BioNTech,82050
Chile,2/8/2021,Sinovac,784143
Chile,2/9/2021,Pfizer/BioNTech,101505
Chile,2/9/2021,Sinovac,1026507
Chile,2/10/2021,Pfizer/BioNTech,109940
Chile,2/10/2021,Sinovac,1298916
Chile,2/11/2021,Pfizer/BioNTech,113009
Chile,2/11/2021,Sinovac,1549956
Chile,2/12/2021,Pfizer/BioNTech,113364
Chile,2/12/2021,Sinovac,1779038
Chile,2/13/2021,Pfizer/BioNTech,113398
Chile,2/13/2021,Sinovac,1808545
Chile,2/14/2021,Pfizer/BioNTech,113398
Chile,2/14/2021,Sinovac,1813011
Chile,2/15/2021,Pfizer/BioNTech,113399
Chile,2/15/2021,Sinovac,2078842
Chile,2/16/2021,Pfizer/BioNTech,113409
Chile,2/16/2021,Sinovac,2298815
Chile,2/17/2021,Pfizer/BioNTech,113409
Chile,2/17/2021,Sinovac,2486857
Chile,2/18/2021,Pfizer/BioNTech,113410
Chile,2/18/2021,Sinovac,2642100
Chile,2/19/2021,Pfizer/BioNTech,113410
Chile,2/19/2021,Sinovac,2784212
Chile,2/20/2021,Pfizer/BioNTech,113410
Chile,2/20/2021,Sinovac,2793851
Chile,2/21/2021,Pfizer/BioNTech,113410
Chile,2/21/2021,Sinovac,2795015
Chile,2/22/2021,Pfizer/BioNTech,125505
Chile,2/22/2021,Sinovac,2891046
Chile,2/23/2021,Pfizer/BioNTech,150352
Chile,2/23/2021,Sinovac,2960451
Chile,2/24/2021,Pfizer/BioNTech,178872
Chile,2/24/2021,Sinovac,3018195
Chile,2/25/2021,Pfizer/BioNTech,212585
Chile,2/25/2021,Sinovac,3070552
Chile,2/26/2021,Pfizer/BioNTech,242319
Chile,2/26/2021,Sinovac,3119047
Chile,2/27/2021,Pfizer/BioNTech,248644
Chile,2/27/2021,Sinovac,3122766
Chile,2/28/2021,Pfizer/BioNTech,248646
Chile,2/28/2021,Sinovac,3123119
Chile,3/1/2021,Pfizer/BioNTech,263545
Chile,3/1/2021,Sinovac,3245761
Chile,3/2/2021,Pfizer/BioNTech,294467
Chile,3/2/2021,Sinovac,3386194
Chile,3/3/2021,Pfizer/BioNTech,313024
Chile,3/3/2021,Sinovac,3679460
Chile,3/4/2021,Pfizer/BioNTech,322127
Chile,3/4/2021,Sinovac,3980817
Chile,3/5/2021,Pfizer/BioNTech,327880
Chile,3/5/2021,Sinovac,4272764
Chile,3/6/2021,Pfizer/BioNTech,328224
Chile,3/6/2021,Sinovac,4306186
Chile,3/7/2021,Pfizer/BioNTech,328330
Chile,3/7/2021,Sinovac,4314038
Chile,3/8/2021,Pfizer/BioNTech,340921
Chile,3/8/2021,Sinovac,4651920
Chile,3/9/2021,Pfizer/BioNTech,378510
Chile,3/9/2021,Sinovac,4990743
Chile,3/10/2021,Pfizer/BioNTech,420129
Chile,3/10/2021,Sinovac,5350295
Chile,3/11/2021,Pfizer/BioNTech,465872
Chile,3/11/2021,Sinovac,5721361
Chile,3/12/2021,Pfizer/BioNTech,483279
Chile,3/12/2021,Sinovac,6078150
Chile,3/13/2021,Pfizer/BioNTech,483833
Chile,3/13/2021,Sinovac,6128016
Chile,3/14/2021,Pfizer/BioNTech,483833
Chile,3/14/2021,Sinovac,6134597
Chile,3/15/2021,Pfizer/BioNTech,507728
Chile,3/15/2021,Sinovac,6540811
Chile,3/16/2021,Pfizer/BioNTech,561244
Chile,3/16/2021,Sinovac,6897238
Chile,3/17/2021,Pfizer/BioNTech,616759
Chile,3/17/2021,Sinovac,7208841
Chile,3/18/2021,Pfizer/BioNTech,666319
Chile,3/18/2021,Sinovac,7494015
Chile,3/19/2021,Pfizer/BioNTech,689484
Chile,3/19/2021,Sinovac,7765326
Chile,3/20/2021,Pfizer/BioNTech,691402
Chile,3/20/2021,Sinovac,7797603
Chile,3/21/2021,Pfizer/BioNTech,691412
Chile,3/21/2021,Sinovac,7801623
Chile,3/22/2021,Pfizer/BioNTech,727486
Chile,3/22/2021,Sinovac,8034096
Chile,3/23/2021,Pfizer/BioNTech,787396
Chile,3/23/2021,Sinovac,8214898
Chile,3/24/2021,Pfizer/BioNTech,840291
Chile,3/24/2021,Sinovac,8380981
Chile,3/25/2021,Pfizer/BioNTech,894883
Chile,3/25/2021,Sinovac,8538972
Chile,3/26/2021,Pfizer/BioNTech,933281
Chile,3/26/2021,Sinovac,8717903
Chile,3/27/2021,Pfizer/BioNTech,935313
Chile,3/27/2021,Sinovac,8731513
Chile,3/28/2021,Pfizer/BioNTech,935313
Chile,3/28/2021,Sinovac,8732902
Chile,3/29/2021,Pfizer/BioNTech,957334
Chile,3/29/2021,Sinovac,8977413
Chile,3/30/2021,Pfizer/BioNTech,1014782
Chile,3/30/2021,Sinovac,9198332
Chile,3/31/2021,Pfizer/BioNTech,1060919
Chile,3/31/2021,Sinovac,9432101
Chile,4/1/2021,Pfizer/BioNTech,1084680
Chile,4/1/2021,Sinovac,9711143
Chile,4/2/2021,Pfizer/BioNTech,1084899
Chile,4/2/2021,Sinovac,9717932
Chile,4/3/2021,Pfizer/BioNTech,1085089
Chile,4/3/2021,Sinovac,9720949
Chile,4/4/2021,Pfizer/BioNTech,1085089
Chile,4/4/2021,Sinovac,9722061
Chile,4/5/2021,Pfizer/BioNTech,1116156
Chile,4/5/2021,Sinovac,9975287
Chile,4/6/2021,Pfizer/BioNTech,1198826
Chile,4/6/2021,Sinovac,10132038
Chile,4/7/2021,Pfizer/BioNTech,1287977
Chile,4/7/2021,Sinovac,10275822
Chile,4/8/2021,Pfizer/BioNTech,1366107
Chile,4/8/2021,Sinovac,10436837
Chile,4/9/2021,Pfizer/BioNTech,1415182
Chile,4/9/2021,Sinovac,10606208
Chile,4/10/2021,Pfizer/BioNTech,1422902
Chile,4/10/2021,Sinovac,10624370
Chile,4/11/2021,Pfizer/BioNTech,1423407
Chile,4/11/2021,Sinovac,10626315
Chile,4/12/2021,Pfizer/BioNTech,1488092
Chile,4/12/2021,Sinovac,10798129
Chile,4/13/2021,Pfizer/BioNTech,1576152
Chile,4/13/2021,Sinovac,10944768
Chile,4/14/2021,Pfizer/BioNTech,1665415
Chile,4/14/2021,Sinovac,11084351
Chile,4/15/2021,Pfizer/BioNTech,1733207
Chile,4/15/2021,Sinovac,11223134
Chile,4/16/2021,Pfizer/BioNTech,1783816
Chile,4/16/2021,Sinovac,11366177
Chile,4/17/2021,Pfizer/BioNTech,1789739
Chile,4/17/2021,Sinovac,11382559
Chile,4/18/2021,Pfizer/BioNTech,1790413
Chile,4/18/2021,Sinovac,11384516
Chile,4/19/2021,Pfizer/BioNTech,1814451
Chile,4/19/2021,Sinovac,11554943
Chile,4/20/2021,Pfizer/BioNTech,1858622
Chile,4/20/2021,Sinovac,11699179
Chile,4/21/2021,Pfizer/BioNTech,1904631
Chile,4/21/2021,Sinovac,11830014
Chile,4/22/2021,Pfizer/BioNTech,1951340
Chile,4/22/2021,Sinovac,11982874
Chile,4/23/2021,Pfizer/BioNTech,1980286
Chile,4/23/2021,Sinovac,12136597
Chile,4/24/2021,Pfizer/BioNTech,1982648
Chile,4/24/2021,Sinovac,12151784
Chile,4/25/2021,Pfizer/BioNTech,1982649
Chile,4/25/2021,Sinovac,12152810
Chile,4/26/2021,Pfizer/BioNTech,2026494
Chile,4/26/2021,Sinovac,12297995
Czechia,12/27/2020,Pfizer/BioNTech,1251
Czechia,12/28/2020,Pfizer/BioNTech,3546
Czechia,12/29/2020,Pfizer/BioNTech,6990
Czechia,12/30/2020,Pfizer/BioNTech,10464
Czechia,12/31/2020,Pfizer/BioNTech,11770
Czechia,1/1/2021,Pfizer/BioNTech,12030
Czechia,1/2/2021,Pfizer/BioNTech,13296
Czechia,1/3/2021,Pfizer/BioNTech,14210
Czechia,1/4/2021,Pfizer/BioNTech,17775
Czechia,1/5/2021,Pfizer/BioNTech,22268
Czechia,1/6/2021,Pfizer/BioNTech,28082
Czechia,1/7/2021,Pfizer/BioNTech,36020
Czechia,1/8/2021,Pfizer/BioNTech,45944
Czechia,1/9/2021,Pfizer/BioNTech,47955
Czechia,1/10/2021,Pfizer/BioNTech,49679
Czechia,1/11/2021,Pfizer/BioNTech,59462
Czechia,1/12/2021,Pfizer/BioNTech,72812
Czechia,1/13/2021,Pfizer/BioNTech,86277
Czechia,1/14/2021,Moderna,1224
Czechia,1/14/2021,Pfizer/BioNTech,100210
Czechia,1/15/2021,Moderna,1980
Czechia,1/15/2021,Pfizer/BioNTech,113372
Czechia,1/16/2021,Moderna,2307
Czechia,1/16/2021,Pfizer/BioNTech,116418
Czechia,1/17/2021,Moderna,2396
Czechia,1/17/2021,Pfizer/BioNTech,119555
Czechia,1/18/2021,Moderna,2573
Czechia,1/18/2021,Pfizer/BioNTech,133557
Czechia,1/19/2021,Moderna,3347
Czechia,1/19/2021,Pfizer/BioNTech,147981
Czechia,1/20/2021,Moderna,4924
Czechia,1/20/2021,Pfizer/BioNTech,162564
Czechia,1/21/2021,Moderna,5880
Czechia,1/21/2021,Pfizer/BioNTech,178863
Czechia,1/22/2021,Moderna,6075
Czechia,1/22/2021,Pfizer/BioNTech,194430
Czechia,1/23/2021,Moderna,6115
Czechia,1/23/2021,Pfizer/BioNTech,198528
Czechia,1/24/2021,Moderna,6239
Czechia,1/24/2021,Pfizer/BioNTech,201507
Czechia,1/25/2021,Moderna,6436
Czechia,1/25/2021,Pfizer/BioNTech,213849
Czechia,1/26/2021,Moderna,6709
Czechia,1/26/2021,Pfizer/BioNTech,228020
Czechia,1/27/2021,Moderna,7009
Czechia,1/27/2021,Pfizer/BioNTech,241182
Czechia,1/28/2021,Moderna,7128
Czechia,1/28/2021,Pfizer/BioNTech,254170
Czechia,1/29/2021,Moderna,7279
Czechia,1/29/2021,Pfizer/BioNTech,267983
Czechia,1/30/2021,Moderna,7281
Czechia,1/30/2021,Pfizer/BioNTech,269779
Czechia,1/31/2021,Pfizer/BioNTech,271622
Czechia,2/1/2021,Moderna,7535
Czechia,2/1/2021,Pfizer/BioNTech,283171
Czechia,2/2/2021,Moderna,7862
Czechia,2/2/2021,Pfizer/BioNTech,297113
Czechia,2/3/2021,Moderna,8588
Czechia,2/3/2021,Pfizer/BioNTech,311706
Czechia,2/4/2021,Moderna,9723
Czechia,2/4/2021,Pfizer/BioNTech,328333
Czechia,2/5/2021,Moderna,10908
Czechia,2/5/2021,Pfizer/BioNTech,343174
Czechia,2/6/2021,Moderna,11166
Czechia,2/6/2021,Pfizer/BioNTech,346081
Czechia,2/7/2021,Moderna,11429
Czechia,2/7/2021,Pfizer/BioNTech,349131
Czechia,2/8/2021,Moderna,12333
Czechia,2/8/2021,Pfizer/BioNTech,363555
Czechia,2/9/2021,Moderna,13965
Czechia,2/9/2021,Pfizer/BioNTech,378790
Czechia,2/10/2021,Moderna,15706
Czechia,2/10/2021,Pfizer/BioNTech,395646
Czechia,2/11/2021,Moderna,19070
Czechia,2/11/2021,Oxford/AstraZeneca,230
Czechia,2/11/2021,Pfizer/BioNTech,414377
Czechia,2/12/2021,Moderna,21322
Czechia,2/12/2021,Oxford/AstraZeneca,625
Czechia,2/12/2021,Pfizer/BioNTech,433036
Czechia,2/13/2021,Moderna,21805
Czechia,2/13/2021,Oxford/AstraZeneca,1046
Czechia,2/13/2021,Pfizer/BioNTech,436657
Czechia,2/14/2021,Moderna,22053
Czechia,2/14/2021,Oxford/AstraZeneca,1248
Czechia,2/14/2021,Pfizer/BioNTech,438560
Czechia,2/15/2021,Moderna,23445
Czechia,2/15/2021,Oxford/AstraZeneca,1970
Czechia,2/15/2021,Pfizer/BioNTech,452074
Czechia,2/16/2021,Moderna,25910
Czechia,2/16/2021,Oxford/AstraZeneca,3084
Czechia,2/16/2021,Pfizer/BioNTech,466082
Czechia,2/17/2021,Moderna,28576
Czechia,2/17/2021,Oxford/AstraZeneca,5107
Czechia,2/17/2021,Pfizer/BioNTech,479211
Czechia,2/18/2021,Moderna,30922
Czechia,2/18/2021,Oxford/AstraZeneca,7065
Czechia,2/18/2021,Pfizer/BioNTech,495115
Czechia,2/19/2021,Moderna,32303
Czechia,2/19/2021,Oxford/AstraZeneca,8760
Czechia,2/19/2021,Pfizer/BioNTech,510990
Czechia,2/20/2021,Moderna,32306
Czechia,2/20/2021,Oxford/AstraZeneca,9386
Czechia,2/20/2021,Pfizer/BioNTech,513437
Czechia,2/21/2021,Moderna,32403
Czechia,2/21/2021,Oxford/AstraZeneca,9575
Czechia,2/21/2021,Pfizer/BioNTech,515176
Czechia,2/22/2021,Moderna,33400
Czechia,2/22/2021,Oxford/AstraZeneca,11178
Czechia,2/22/2021,Pfizer/BioNTech,528610
Czechia,2/23/2021,Moderna,34181
Czechia,2/23/2021,Oxford/AstraZeneca,13861
Czechia,2/23/2021,Pfizer/BioNTech,544840
Czechia,2/24/2021,Moderna,35506
Czechia,2/24/2021,Oxford/AstraZeneca,16774
Czechia,2/24/2021,Pfizer/BioNTech,560345
Czechia,2/25/2021,Moderna,36682
Czechia,2/25/2021,Oxford/AstraZeneca,21066
Czechia,2/25/2021,Pfizer/BioNTech,578230
Czechia,2/26/2021,Moderna,37503
Czechia,2/26/2021,Oxford/AstraZeneca,24354
Czechia,2/26/2021,Pfizer/BioNTech,595430
Czechia,2/27/2021,Moderna,37674
Czechia,2/27/2021,Oxford/AstraZeneca,24966
Czechia,2/27/2021,Pfizer/BioNTech,598122
Czechia,2/28/2021,Moderna,37867
Czechia,2/28/2021,Oxford/AstraZeneca,25428
Czechia,2/28/2021,Pfizer/BioNTech,600334
Czechia,3/1/2021,Moderna,39471
Czechia,3/1/2021,Oxford/AstraZeneca,29340
Czechia,3/1/2021,Pfizer/BioNTech,617470
Czechia,3/2/2021,Moderna,41330
Czechia,3/2/2021,Oxford/AstraZeneca,38439
Czechia,3/2/2021,Pfizer/BioNTech,636805
Czechia,3/3/2021,Moderna,45032
Czechia,3/3/2021,Oxford/AstraZeneca,47885
Czechia,3/3/2021,Pfizer/BioNTech,658444
Czechia,3/4/2021,Moderna,49730
Czechia,3/4/2021,Oxford/AstraZeneca,56968
Czechia,3/4/2021,Pfizer/BioNTech,682068
Czechia,3/5/2021,Moderna,53305
Czechia,3/5/2021,Oxford/AstraZeneca,65123
Czechia,3/5/2021,Pfizer/BioNTech,704098
Czechia,3/6/2021,Moderna,54698
Czechia,3/6/2021,Oxford/AstraZeneca,69490
Czechia,3/6/2021,Pfizer/BioNTech,711117
Czechia,3/7/2021,Moderna,55974
Czechia,3/7/2021,Oxford/AstraZeneca,73642
Czechia,3/7/2021,Pfizer/BioNTech,717863
Czechia,3/8/2021,Moderna,59042
Czechia,3/8/2021,Oxford/AstraZeneca,81394
Czechia,3/8/2021,Pfizer/BioNTech,741265
Czechia,3/9/2021,Moderna,64313
Czechia,3/9/2021,Oxford/AstraZeneca,92315
Czechia,3/9/2021,Pfizer/BioNTech,767238
Czechia,3/10/2021,Moderna,69266
Czechia,3/10/2021,Oxford/AstraZeneca,102956
Czechia,3/10/2021,Pfizer/BioNTech,799369
Czechia,3/11/2021,Moderna,73528
Czechia,3/11/2021,Oxford/AstraZeneca,114479
Czechia,3/11/2021,Pfizer/BioNTech,836218
Czechia,3/12/2021,Moderna,78911
Czechia,3/12/2021,Oxford/AstraZeneca,126504
Czechia,3/12/2021,Pfizer/BioNTech,865465
Czechia,3/13/2021,Moderna,80176
Czechia,3/13/2021,Oxford/AstraZeneca,129459
Czechia,3/13/2021,Pfizer/BioNTech,879443
Czechia,3/14/2021,Moderna,81309
Czechia,3/14/2021,Oxford/AstraZeneca,130361
Czechia,3/14/2021,Pfizer/BioNTech,890553
Czechia,3/15/2021,Moderna,88067
Czechia,3/15/2021,Oxford/AstraZeneca,138304
Czechia,3/15/2021,Pfizer/BioNTech,912576
Czechia,3/16/2021,Moderna,97199
Czechia,3/16/2021,Oxford/AstraZeneca,146833
Czechia,3/16/2021,Pfizer/BioNTech,943811
Czechia,3/17/2021,Moderna,104910
Czechia,3/17/2021,Oxford/AstraZeneca,155670
Czechia,3/17/2021,Pfizer/BioNTech,974811
Czechia,3/18/2021,Moderna,112047
Czechia,3/18/2021,Oxford/AstraZeneca,164716
Czechia,3/18/2021,Pfizer/BioNTech,1008432
Czechia,3/19/2021,Moderna,118101
Czechia,3/19/2021,Oxford/AstraZeneca,173277
Czechia,3/19/2021,Pfizer/BioNTech,1041270
Czechia,3/20/2021,Moderna,119238
Czechia,3/20/2021,Oxford/AstraZeneca,175651
Czechia,3/20/2021,Pfizer/BioNTech,1054709
Czechia,3/21/2021,Moderna,119548
Czechia,3/21/2021,Oxford/AstraZeneca,176104
Czechia,3/21/2021,Pfizer/BioNTech,1062801
Czechia,3/22/2021,Moderna,123823
Czechia,3/22/2021,Oxford/AstraZeneca,182828
Czechia,3/22/2021,Pfizer/BioNTech,1088201
Czechia,3/23/2021,Moderna,127659
Czechia,3/23/2021,Oxford/AstraZeneca,190298
Czechia,3/23/2021,Pfizer/BioNTech,1116305
Czechia,3/24/2021,Moderna,131794
Czechia,3/24/2021,Oxford/AstraZeneca,197863
Czechia,3/24/2021,Pfizer/BioNTech,1146640
Czechia,3/25/2021,Moderna,135826
Czechia,3/25/2021,Oxford/AstraZeneca,205232
Czechia,3/25/2021,Pfizer/BioNTech,1178996
Czechia,3/26/2021,Moderna,138342
Czechia,3/26/2021,Oxford/AstraZeneca,210770
Czechia,3/26/2021,Pfizer/BioNTech,1212740
Czechia,3/27/2021,Moderna,139578
Czechia,3/27/2021,Oxford/AstraZeneca,211602
Czechia,3/27/2021,Pfizer/BioNTech,1223748
Czechia,3/28/2021,Moderna,141130
Czechia,3/28/2021,Oxford/AstraZeneca,211695
Czechia,3/28/2021,Pfizer/BioNTech,1231666
Czechia,3/29/2021,Moderna,147060
Czechia,3/29/2021,Oxford/AstraZeneca,215369
Czechia,3/29/2021,Pfizer/BioNTech,1261277
Czechia,3/30/2021,Moderna,155826
Czechia,3/30/2021,Oxford/AstraZeneca,220616
Czechia,3/30/2021,Pfizer/BioNTech,1293600
Czechia,3/31/2021,Moderna,166710
Czechia,3/31/2021,Oxford/AstraZeneca,225489
Czechia,3/31/2021,Pfizer/BioNTech,1327337
Czechia,4/1/2021,Moderna,177199
Czechia,4/1/2021,Oxford/AstraZeneca,229846
Czechia,4/1/2021,Pfizer/BioNTech,1369287
Czechia,4/2/2021,Moderna,179722
Czechia,4/2/2021,Oxford/AstraZeneca,230349
Czechia,4/2/2021,Pfizer/BioNTech,1385622
Czechia,4/3/2021,Moderna,181407
Czechia,4/3/2021,Oxford/AstraZeneca,230526
Czechia,4/3/2021,Pfizer/BioNTech,1398064
Czechia,4/4/2021,Moderna,182602
Czechia,4/4/2021,Oxford/AstraZeneca,230527
Czechia,4/4/2021,Pfizer/BioNTech,1408035
Czechia,4/5/2021,Moderna,183979
Czechia,4/5/2021,Oxford/AstraZeneca,230592
Czechia,4/5/2021,Pfizer/BioNTech,1415989
Czechia,4/6/2021,Moderna,192337
Czechia,4/6/2021,Oxford/AstraZeneca,233471
Czechia,4/6/2021,Pfizer/BioNTech,1449570
Czechia,4/7/2021,Moderna,200635
Czechia,4/7/2021,Oxford/AstraZeneca,241289
Czechia,4/7/2021,Pfizer/BioNTech,1478368
Czechia,4/8/2021,Moderna,206749
Czechia,4/8/2021,Oxford/AstraZeneca,252279
Czechia,4/8/2021,Pfizer/BioNTech,1529525
Czechia,4/9/2021,Moderna,214181
Czechia,4/9/2021,Oxford/AstraZeneca,263109
Czechia,4/9/2021,Pfizer/BioNTech,1579138
Czechia,4/10/2021,Moderna,215697
Czechia,4/10/2021,Oxford/AstraZeneca,266569
Czechia,4/10/2021,Pfizer/BioNTech,1604504
Czechia,4/11/2021,Moderna,216830
Czechia,4/11/2021,Oxford/AstraZeneca,267059
Czechia,4/11/2021,Pfizer/BioNTech,1622480
Czechia,4/12/2021,Moderna,225246
Czechia,4/12/2021,Oxford/AstraZeneca,275521
Czechia,4/12/2021,Pfizer/BioNTech,1667494
Czechia,4/13/2021,Moderna,235710
Czechia,4/13/2021,Oxford/AstraZeneca,284592
Czechia,4/13/2021,Pfizer/BioNTech,1708910
Czechia,4/14/2021,Moderna,246013
Czechia,4/14/2021,Oxford/AstraZeneca,294337
Czechia,4/14/2021,Pfizer/BioNTech,1754066
Czechia,4/15/2021,Moderna,255275
Czechia,4/15/2021,Oxford/AstraZeneca,303190
Czechia,4/15/2021,Pfizer/BioNTech,1808372
Czechia,4/16/2021,Moderna,265049
Czechia,4/16/2021,Oxford/AstraZeneca,309691
Czechia,4/16/2021,Pfizer/BioNTech,1861415
Czechia,4/17/2021,Moderna,267406
Czechia,4/17/2021,Oxford/AstraZeneca,310298
Czechia,4/17/2021,Pfizer/BioNTech,1883819
Czechia,4/18/2021,Moderna,268280
Czechia,4/18/2021,Oxford/AstraZeneca,310439
Czechia,4/18/2021,Pfizer/BioNTech,1900606
Czechia,4/19/2021,Moderna,275126
Czechia,4/19/2021,Oxford/AstraZeneca,315715
Czechia,4/19/2021,Pfizer/BioNTech,1946991
Czechia,4/20/2021,Moderna,281802
Czechia,4/20/2021,Oxford/AstraZeneca,322142
Czechia,4/20/2021,Pfizer/BioNTech,1991075
Czechia,4/21/2021,Moderna,287111
Czechia,4/21/2021,Oxford/AstraZeneca,329359
Czechia,4/21/2021,Pfizer/BioNTech,2039502
Czechia,4/22/2021,Johnson&Johnson,28
Czechia,4/22/2021,Moderna,292906
Czechia,4/22/2021,Oxford/AstraZeneca,337043
Czechia,4/22/2021,Pfizer/BioNTech,2096649
Czechia,4/23/2021,Johnson&Johnson,248
Czechia,4/23/2021,Moderna,296693
Czechia,4/23/2021,Oxford/AstraZeneca,342924
Czechia,4/23/2021,Pfizer/BioNTech,2147222
Czechia,4/24/2021,Johnson&Johnson,260
Czechia,4/24/2021,Moderna,297508
Czechia,4/24/2021,Oxford/AstraZeneca,343585
Czechia,4/24/2021,Pfizer/BioNTech,2168414
Czechia,4/25/2021,Johnson&Johnson,276
Czechia,4/25/2021,Moderna,298965
Czechia,4/25/2021,Oxford/AstraZeneca,343758
Czechia,4/25/2021,Pfizer/BioNTech,2185142
Czechia,4/26/2021,Johnson&Johnson,814
Czechia,4/26/2021,Moderna,302771
Czechia,4/26/2021,Oxford/AstraZeneca,349030
Czechia,4/26/2021,Pfizer/BioNTech,2230351
Czechia,4/27/2021,Johnson&Johnson,1719
Czechia,4/27/2021,Moderna,308397
Czechia,4/27/2021,Oxford/AstraZeneca,354814
Czechia,4/27/2021,Pfizer/BioNTech,2273608
France,12/27/2020,Pfizer/BioNTech,17
France,12/28/2020,Pfizer/BioNTech,76
France,12/29/2020,Pfizer/BioNTech,183
France,12/30/2020,Pfizer/BioNTech,298
France,12/31/2020,Pfizer/BioNTech,381
France,1/1/2021,Pfizer/BioNTech,436
France,1/2/2021,Pfizer/BioNTech,508
France,1/3/2021,Pfizer/BioNTech,595
France,1/4/2021,Pfizer/BioNTech,2057
France,1/5/2021,Pfizer/BioNTech,7409
France,1/6/2021,Pfizer/BioNTech,18659
France,1/7/2021,Pfizer/BioNTech,47110
France,1/8/2021,Pfizer/BioNTech,82991
France,1/9/2021,Pfizer/BioNTech,93856
France,1/10/2021,Pfizer/BioNTech,99455
France,1/11/2021,Pfizer/BioNTech,138166
France,1/12/2021,Pfizer/BioNTech,198474
France,1/13/2021,Pfizer/BioNTech,261826
France,1/14/2021,Moderna,140
France,1/14/2021,Pfizer/BioNTech,341124
France,1/15/2021,Moderna,358
France,1/15/2021,Pfizer/BioNTech,407835
France,1/16/2021,Moderna,543
France,1/16/2021,Pfizer/BioNTech,428070
France,1/17/2021,Moderna,546
France,1/17/2021,Pfizer/BioNTech,438553
France,1/18/2021,Moderna,3446
France,1/18/2021,Pfizer/BioNTech,519910
France,1/19/2021,Moderna,7926
France,1/19/2021,Pfizer/BioNTech,643422
France,1/20/2021,Moderna,12829
France,1/20/2021,Pfizer/BioNTech,773186
France,1/21/2021,Moderna,17889
France,1/21/2021,Pfizer/BioNTech,922813
France,1/22/2021,Moderna,22741
France,1/22/2021,Pfizer/BioNTech,1036062
France,1/23/2021,Moderna,24467
France,1/23/2021,Pfizer/BioNTech,1072132
France,1/24/2021,Moderna,24548
France,1/24/2021,Pfizer/BioNTech,1081470
France,1/25/2021,Moderna,28176
France,1/25/2021,Pfizer/BioNTech,1155897
France,1/26/2021,Moderna,31863
France,1/26/2021,Pfizer/BioNTech,1254388
France,1/27/2021,Moderna,35264
France,1/27/2021,Pfizer/BioNTech,1363101
France,1/28/2021,Moderna,38743
France,1/28/2021,Pfizer/BioNTech,1498904
France,1/29/2021,Moderna,41814
France,1/29/2021,Pfizer/BioNTech,1606053
France,1/30/2021,Moderna,42868
France,1/30/2021,Pfizer/BioNTech,1638253
France,1/31/2021,Moderna,42868
France,1/31/2021,Pfizer/BioNTech,1645015
France,2/1/2021,Moderna,46113
France,2/1/2021,Pfizer/BioNTech,1717229
France,2/2/2021,Moderna,50413
France,2/2/2021,Pfizer/BioNTech,1823838
France,2/3/2021,Moderna,55442
France,2/3/2021,Pfizer/BioNTech,1931425
